GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
84679	8.23e-01	7.11e-01	0.0711	0.370508	0.0263465	2092.58	SLC9A7	solute carrier family 9 member A7
105373907	8.23e-01	7.11e-01	0.3664	0.370309	0.1356789	15.35	LOC105373907	uncharacterized LOC105373907
203260	8.23e-01	7.11e-01	0.1233	0.370301	0.0456414	255.85	CCDC107	coiled-coil domain containing 107
126070	8.23e-01	7.11e-01	0.2065	0.369893	0.0763959	611.61	ZNF440	zinc finger protein 440
79145	8.23e-01	7.12e-01	0.0936	0.369625	0.0346067	515.34	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7
160298	8.24e-01	7.12e-01	0.0969	-0.369132	-0.0357838	185.97	C11orf42	chromosome 11 open reading frame 42
339192	8.24e-01	7.12e-01	0.2955	0.369102	0.1090807	14.52	FMNL1-DT	FMNL1 divergent transcript
26272	8.24e-01	7.12e-01	0.0722	0.368858	0.0266241	767.65	FBXO4	F-box protein 4
50839	8.24e-01	7.12e-01	0.3161	0.368786	0.1165803	19.73	TAS2R10	taste 2 receptor member 10
107985355	8.24e-01	7.12e-01	0.2559	-0.368562	-0.0943122	19.06	LOC107985355	uncharacterized LOC107985355
101927136	8.24e-01	7.12e-01	0.3331	0.368542	0.1227614	13.31	LOC101927136	uncharacterized LOC101927136
3767	8.24e-01	7.12e-01	0.0978	0.368633	0.0360374	349.91	KCNJ11	potassium inwardly rectifying channel subfamily J member 11
89792	8.24e-01	7.13e-01	0.3382	0.368288	0.1245683	13.97	GAL3ST3	galactose-3-O-sulfotransferase 3
8448	8.24e-01	7.13e-01	0.0547	0.367889	0.0201331	1192.27	DOC2A	double C2 domain alpha
80217	8.24e-01	7.13e-01	0.1732	0.367643	0.0636764	441.67	CFAP43	cilia and flagella associated protein 43
6641	8.25e-01	7.13e-01	0.2038	-0.367521	-0.0748893	281.4	SNTB1	syntrophin beta 1
3420	8.25e-01	7.13e-01	0.0773	0.367377	0.0284017	3538.97	IDH3B	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta
101926957	8.25e-01	7.13e-01	0.3629	0.367411	0.1333295	10.17	LINC02885	long intergenic non-protein coding RNA 2885
102465665	8.25e-01	7.14e-01	0.288	-0.36706	-0.1057276	16.57	MIR7107	microRNA 7107
85363	8.25e-01	7.14e-01	0.0897	-0.366628	-0.0328873	943.01	TRIM5	tripartite motif containing 5
105370753	8.25e-01	7.14e-01	0.344	0.366511	0.1260856	12.69	LOC105370753	uncharacterized LOC105370753
79568	8.25e-01	7.14e-01	0.0807	0.366433	0.0295749	714.86	MAIP1	matrix AAA peptidase interacting protein 1
23376	8.25e-01	7.14e-01	0.0631	-0.366187	-0.0230987	1629.22	UFL1	UFM1 specific ligase 1
653073	8.25e-01	7.14e-01	0.1288	-0.366021	-0.0471257	82.87	GOLGA8J	golgin A8 family member J
105376236	8.25e-01	7.14e-01	0.2949	0.365876	0.1078824	20.93	LOC105376236	uncharacterized LOC105376236
161247	8.25e-01	7.15e-01	0.343	0.365806	0.1254684	12.54	FITM1	fat storage inducing transmembrane protein 1
105371419	8.25e-01	7.15e-01	0.3236	0.365819	0.1183665	23.32	LOC105371419	
11118	8.26e-01	7.15e-01	0.0908	0.365653	0.0332144	983.33	BTN3A2	butyrophilin subfamily 3 member A2
100129503	8.26e-01	7.15e-01	0.1803	0.365592	0.0659326	43.62	LOC100129503	
107986075	8.26e-01	7.15e-01	0.2292	0.365532	0.0837691	34.76	LOC107986075	uncharacterized LOC107986075
9501	8.26e-01	7.15e-01	0.0854	-0.364881	-0.0311441	333.18	RPH3AL	rabphilin 3A like (without C2 domains)
2634	8.26e-01	7.15e-01	0.4227	0.364624	0.1541291	11.96	GBP2	guanylate binding protein 2
151507	8.26e-01	7.16e-01	0.074	-0.364321	-0.0269514	713.07	MSL3P1	MSL complex subunit 3 pseudogene 1
55243	8.26e-01	7.16e-01	0.0709	0.364257	0.0258175	1784.95	KIRREL1	kirre like nephrin family adhesion molecule 1
55732	8.27e-01	7.16e-01	0.1082	-0.363766	-0.0393464	830.64	C1orf112	chromosome 1 open reading frame 112
754	8.27e-01	7.16e-01	0.0563	0.363652	0.0204637	4181.08	PTTG1IP	PTTG1 interacting protein
10721	8.27e-01	7.16e-01	0.1501	-0.36355	-0.0545776	1522.27	POLQ	DNA polymerase theta
27022	8.27e-01	7.16e-01	0.4122	-0.363415	-0.1497829	11.75	FOXD3	forkhead box D3
1347	8.27e-01	7.16e-01	0.0756	-0.363172	-0.0274604	2971.23	COX7A2	cytochrome c oxidase subunit 7A2
259294	8.27e-01	7.17e-01	0.4553	-0.363047	-0.1653085	10.18	TAS2R19	taste 2 receptor member 19
105375839	8.27e-01	7.17e-01	0.3686	0.362624	0.1336483	10.58	LOC105375839	uncharacterized LOC105375839
56624	8.27e-01	7.17e-01	0.1233	-0.362563	-0.0447195	228.71	ASAH2	N-acylsphingosine amidohydrolase 2
27131	8.27e-01	7.17e-01	0.0464	-0.362599	-0.0168112	3898.04	SNX5	sorting nexin 5
84140	8.28e-01	7.17e-01	0.1764	0.362416	0.0639267	587.93	FAM161A	FAM161 centrosomal protein A
6731	8.28e-01	7.17e-01	0.0707	-0.362212	-0.025612	5182.31	SRP72	signal recognition particle 72
101927789	8.28e-01	7.17e-01	0.2189	-0.362226	-0.0792926	208.42	FAUP4	FAU pseudogene 4
6230	8.28e-01	7.17e-01	0.0798	0.361886	0.02889	18326.6	RPS25	ribosomal protein S25
10206	8.28e-01	7.17e-01	0.0881	-0.361818	-0.0318796	1075.02	TRIM13	tripartite motif containing 13
253461	8.28e-01	7.18e-01	0.1032	0.36163	0.0373106	1602.16	ZBTB38	zinc finger and BTB domain containing 38
107985898	8.28e-01	7.18e-01	0.2373	0.361334	0.0857334	35.27	LOC107985898	
286343	8.28e-01	7.18e-01	0.215	0.361327	0.0776862	85.06	LURAP1L	leucine rich adaptor protein 1 like
150275	8.28e-01	7.18e-01	0.07	0.361419	0.0252947	1732.42	CCDC117	coiled-coil domain containing 117
4783	8.28e-01	7.18e-01	0.1333	-0.360913	-0.0481257	930.91	NFIL3	nuclear factor, interleukin 3 regulated
84176	8.28e-01	7.18e-01	0.1912	-0.360784	-0.0689953	44.75	MYH16	myosin heavy chain 16 pseudogene
636	8.29e-01	7.18e-01	0.0859	-0.360567	-0.0309886	1235.45	BICD1	BICD cargo adaptor 1
105379280	8.29e-01	7.19e-01	0.1489	0.360287	0.0536299	158.02	LOC105379280	uncharacterized LOC105379280
105372824	8.29e-01	7.19e-01	0.4141	0.360066	0.1490867	14.52	LOC105372824	uncharacterized LOC105372824
440354	8.29e-01	7.19e-01	0.0669	-0.359995	-0.0240746	636.22	SMG1P2	SMG1 pseudogene 2
23132	8.29e-01	7.19e-01	0.0842	0.359917	0.0303004	1950.22	RAD54L2	RAD54 like 2
64766	8.29e-01	7.19e-01	0.0827	-0.359282	-0.0297049	1201.82	S100PBP	S100P binding protein
27109	8.29e-01	7.19e-01	0.0945	0.359166	0.0339503	240.95	DMAC2L	distal membrane arm assembly component 2 like
1300	8.30e-01	7.20e-01	0.3147	-0.359043	-0.1130034	18.18	COL10A1	collagen type X alpha 1 chain
112268243	8.30e-01	7.20e-01	0.3573	0.358953	0.1282429	10.72	ZSCAN5A-AS1	ZSCAN5A antisense RNA 1
348174	8.30e-01	7.20e-01	0.2071	-0.358763	-0.0743138	48.96	CLEC18A	C-type lectin domain family 18 member A
57186	8.30e-01	7.20e-01	0.0544	-0.358616	-0.0195202	1581.65	RALGAPA2	Ral GTPase activating protein catalytic subunit alpha 2
11345	8.30e-01	7.20e-01	0.0572	-0.358392	-0.0205066	1910.4	GABARAPL2	GABA type A receptor associated protein like 2
80178	8.30e-01	7.20e-01	0.0827	-0.358214	-0.0296294	756.8	TEDC2	tubulin epsilon and delta complex 2
7013	8.30e-01	7.20e-01	0.0693	0.357923	0.0247879	1658.84	TERF1	telomeric repeat binding factor 1
101060691	8.30e-01	7.20e-01	0.0815	0.357967	0.0291888	334.91	NUTM2B-AS1	NUTM2B antisense RNA 1
2342	8.30e-01	7.20e-01	0.0793	-0.357806	-0.0283643	593.24	FNTB	farnesyltransferase, CAAX box, beta
58497	8.30e-01	7.21e-01	0.0989	0.357628	0.0353531	948.13	PRUNE1	prune exopolyphosphatase 1
65003	8.30e-01	7.21e-01	0.0843	0.357371	0.030126	2139.27	MRPL11	mitochondrial ribosomal protein L11
79567	8.30e-01	7.21e-01	0.0591	0.357435	0.0211201	2468.79	RIPOR1	RHO family interacting cell polarization regulator 1
100996425	8.30e-01	7.21e-01	0.3911	-0.357327	-0.139753	13.04	ARLNC1	androgen receptor regulated long noncoding RNA 1
83473	8.30e-01	7.21e-01	0.2188	-0.357476	-0.0782032	213.01	KATNAL2	katanin catalytic subunit A1 like 2
105369984	8.30e-01	7.21e-01	0.326	-0.357251	-0.116449	24.44	LINC02356	long intergenic non-protein coding RNA 2356
387751	8.31e-01	7.21e-01	0.3341	0.356985	0.1192744	14.25	GVINP1	GTPase, very large interferon inducible pseudogene 1
6217	8.31e-01	7.21e-01	0.0821	0.356719	0.0293001	22183.58	RPS16	ribosomal protein S16
10867	8.31e-01	7.21e-01	0.0528	-0.356475	-0.0188098	1240.85	TSPAN9	tetraspanin 9
63970	8.31e-01	7.22e-01	0.262	-0.356414	-0.0933653	24.63	TP53AIP1	tumor protein p53 regulated apoptosis inducing protein 1
105377449	8.31e-01	7.22e-01	0.3531	-0.356206	-0.1257869	12.38	LOC105377449	
252969	8.31e-01	7.22e-01	0.0825	-0.356021	-0.0293829	1642.6	NEIL2	nei like DNA glycosylase 2
101929540	8.31e-01	7.22e-01	0.173	0.355929	0.0615872	87.61	LOC101929540	uncharacterized LOC101929540
196446	8.31e-01	7.22e-01	0.3242	-0.355962	-0.1153922	13.49	MYRFL	myelin regulatory factor like
348013	8.31e-01	7.22e-01	0.1328	0.355974	0.0472684	310.64	TMEM255B	transmembrane protein 255B
5228	8.31e-01	7.22e-01	0.1362	0.356003	0.0484852	208.48	PGF	placental growth factor
79877	8.31e-01	7.22e-01	0.1866	0.355844	0.0664046	1048.23	DCAKD	dephospho-CoA kinase domain containing
3757	8.31e-01	7.22e-01	0.0732	0.355661	0.0260412	927.65	KCNH2	potassium voltage-gated channel subfamily H member 2
9645	8.31e-01	7.22e-01	0.045	-0.35536	-0.0159939	1486.28	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2
26750	8.31e-01	7.22e-01	0.0808	-0.35519	-0.0287062	1323.84	RPS6KC1	ribosomal protein S6 kinase C1
100286925	8.31e-01	7.22e-01	0.1263	0.355248	0.0448796	101.49	PPM1F-AS1	PPM1F antisense RNA 1
399671	8.31e-01	7.22e-01	0.2769	-0.355121	-0.0983201	17.91	HEATR4	HEAT repeat containing 4
55207	8.31e-01	7.23e-01	0.0892	0.35506	0.0316755	2298.37	ARL8B	ADP ribosylation factor like GTPase 8B
445577	8.31e-01	7.23e-01	0.1198	0.354819	0.0425061	99.61	FAM120A2P	family with sequence similarity 120A2, pseudogene
3679	8.31e-01	7.23e-01	0.1075	-0.35486	-0.0381362	1115.07	ITGA7	integrin subunit alpha 7
170622	8.32e-01	7.23e-01	0.0718	0.354476	0.0254399	1557.9	COMMD6	COMM domain containing 6
221143	8.32e-01	7.23e-01	0.1719	0.354375	0.060911	176.71	EEF1AKMT1	EEF1A lysine methyltransferase 1
4514	8.32e-01	7.23e-01	0.0681	0.354345	0.0241192	175840.31	COX3	cytochrome c oxidase subunit III
10015	8.32e-01	7.23e-01	0.0516	-0.354082	-0.0182753	6855.05	PDCD6IP	programmed cell death 6 interacting protein
9556	8.32e-01	7.23e-01	0.0842	-0.354087	-0.0298004	1599.73	ATP5MJ	ATP synthase membrane subunit j
107985388	8.32e-01	7.23e-01	0.1711	0.354166	0.0606118	52.97	LOC107985388	pre-mRNA-splicing factor cwc22-like
84269	8.32e-01	7.23e-01	0.0746	0.353862	0.0263869	397.85	CHCHD5	coiled-coil-helix-coiled-coil-helix domain containing 5
107985293	8.32e-01	7.23e-01	0.266	-0.353819	-0.0941098	23.42	LOC107985293	uncharacterized LOC107985293
54980	8.32e-01	7.24e-01	0.1107	0.353565	0.0391463	345.03	C2orf42	chromosome 2 open reading frame 42
11147	8.32e-01	7.24e-01	0.084	0.353336	0.0296849	332.98	HHLA3	HERV-H LTR-associating 3
5498	8.32e-01	7.24e-01	0.0767	0.353376	0.0271148	668.24	PPOX	protoporphyrinogen oxidase
7109	8.32e-01	7.24e-01	0.0518	0.353275	0.0183149	2050.55	TRAPPC10	trafficking protein particle complex subunit 10
51144	8.32e-01	7.24e-01	0.0528	-0.353192	-0.0186621	2247.1	HSD17B12	hydroxysteroid 17-beta dehydrogenase 12
397	8.32e-01	7.24e-01	0.2217	-0.352828	-0.0782062	29.31	ARHGDIB	Rho GDP dissociation inhibitor beta
112268124	8.32e-01	7.24e-01	0.101	0.352771	0.0356235	132.68	BAZ1A-AS1	BAZ1A antisense RNA 1
10203	8.33e-01	7.25e-01	0.2075	0.352208	0.0730675	112.03	CALCRL	calcitonin receptor like receptor
113218502	8.33e-01	7.25e-01	0.1089	-0.352167	-0.0383595	187.95	MIR10397	microRNA 10397
9380	8.33e-01	7.25e-01	0.1335	-0.352271	-0.0470149	3236.78	GRHPR	glyoxylate and hydroxypyruvate reductase
6188	8.33e-01	7.25e-01	0.0701	0.352333	0.0246999	43544.71	RPS3	ribosomal protein S3
55693	8.33e-01	7.25e-01	0.2166	0.352204	0.0763011	122.64	KDM4D	lysine demethylase 4D
26774	8.33e-01	7.25e-01	0.1418	0.351943	0.0499166	448.27	SNORD80	small nucleolar RNA, C/D box 80
107984989	8.33e-01	7.25e-01	0.3475	0.351579	0.1221824	12.13	LOC107984989	uncharacterized LOC107984989
594	8.33e-01	7.25e-01	0.0871	0.351167	0.0305806	759.05	BCKDHB	branched chain keto acid dehydrogenase E1 subunit beta
105376018	8.33e-01	7.25e-01	0.2171	-0.351126	-0.0762252	27.6	LOC105376018	uncharacterized LOC105376018
27343	8.33e-01	7.25e-01	0.0519	0.351216	0.0182162	1501.89	POLL	DNA polymerase lambda
105371729	8.34e-01	7.26e-01	0.0822	0.350653	0.0288191	393.58	LOC105371729	uncharacterized LOC105371729
55010	8.34e-01	7.26e-01	0.1193	-0.350619	-0.0418461	688.69	PARPBP	PARP1 binding protein
26175	8.34e-01	7.26e-01	0.0835	-0.350416	-0.0292636	323.69	LYSET	lysosomal enzyme trafficking factor
107986073	8.34e-01	7.26e-01	0.3236	0.350299	0.1133483	20.88	LOC107986073	
79363	8.34e-01	7.26e-01	0.1023	0.35003	0.0358101	173.72	CPLANE2	ciliogenesis and planar polarity effector complex subunit 2
102465519	8.34e-01	7.26e-01	0.2129	0.350127	0.0745372	28.95	MIR6861	microRNA 6861
100874309	8.34e-01	7.26e-01	0.3906	0.350051	0.1367347	10.81	EPN2-IT1	EPN2 intronic transcript 1
100616394	8.34e-01	7.26e-01	0.1344	-0.349863	-0.0470179	625.52	MIR4444-1	microRNA 4444-1
100287944	8.34e-01	7.27e-01	0.2116	0.349468	0.0739475	29.79	LOC100287944	uncharacterized LOC100287944
100616358	8.35e-01	7.27e-01	0.2099	0.349205	0.0733148	49.83	MIR4800	microRNA 4800
5393	8.35e-01	7.27e-01	0.1027	-0.349153	-0.0358746	2249.3	EXOSC9	exosome component 9
79801	8.35e-01	7.27e-01	0.2407	-0.349021	-0.0839926	1687.46	SHCBP1	SHC binding and spindle associated 1
10714	8.35e-01	7.27e-01	0.0676	0.348955	0.0236038	813.13	POLD3	DNA polymerase delta 3, accessory subunit
730159	8.35e-01	7.27e-01	0.4463	0.348881	0.1556919	8.81	TEX50	testis expressed 50
4189	8.35e-01	7.27e-01	0.0635	-0.348625	-0.0221208	444.94	DNAJB9	DnaJ heat shock protein family (Hsp40) member B9
388533	8.35e-01	7.28e-01	0.5023	-0.348415	-0.1750079	12.12	KRTDAP	keratinocyte differentiation associated protein
219537	8.35e-01	7.28e-01	0.2326	-0.348313	-0.0810174	36.25	SMTNL1	smoothelin like 1
101927039	8.35e-01	7.28e-01	0.3889	0.347662	0.1352024	8.83	UQCRB-AS1	UQCRB antisense RNA 1
11091	8.35e-01	7.28e-01	0.0503	0.347763	0.0174921	3031.54	WDR5	WD repeat domain 5
221150	8.35e-01	7.28e-01	0.1809	-0.347662	-0.0629067	1353.19	SKA3	spindle and kinetochore associated complex subunit 3
26094	8.35e-01	7.28e-01	0.0722	0.347783	0.0251077	597.52	DCAF4	DDB1 and CUL4 associated factor 4
58488	8.35e-01	7.28e-01	0.0571	0.34751	0.0198409	877.87	PCTP	phosphatidylcholine transfer protein
100506691	8.35e-01	7.28e-01	0.1138	0.347435	0.0395226	202.19	LINC02985	long intergenic non-protein coding RNA 2985
11187	8.36e-01	7.29e-01	0.0888	0.346947	0.0308051	4038.29	PKP3	plakophilin 3
5053	8.36e-01	7.29e-01	0.3886	0.346817	0.1347748	25.65	PAH	phenylalanine hydroxylase
4629	8.36e-01	7.29e-01	0.2195	-0.346847	-0.0761335	243.03	MYH11	myosin heavy chain 11
646817	8.36e-01	7.29e-01	0.2151	-0.346187	-0.0744591	29.56	SETSIP	SET like protein
503569	8.36e-01	7.29e-01	0.3649	-0.346293	-0.1263737	26.14	RGMB-AS1	RGMB antisense RNA 1
284293	8.36e-01	7.29e-01	0.2123	0.346184	0.073483	65.09	HMSD	histocompatibility minor serpin domain containing
115704	8.36e-01	7.29e-01	0.1047	0.346229	0.0362451	1057.03	EVI5L	ecotropic viral integration site 5 like
79745	8.36e-01	7.29e-01	0.2329	-0.346051	-0.0805933	1009.08	CLIP4	CAP-Gly domain containing linker protein family member 4
55658	8.36e-01	7.29e-01	0.0659	-0.345998	-0.0228069	1907.83	RNF126	ring finger protein 126
79085	8.37e-01	7.30e-01	0.0708	0.345519	0.0244682	3220.42	SLC25A23	solute carrier family 25 member 23
56904	8.37e-01	7.30e-01	0.0835	0.345341	0.0288307	2333.52	SH3GLB2	SH3 domain containing GRB2 like, endophilin B2
285456	8.37e-01	7.30e-01	0.4276	0.345121	0.14758	11.92	RPL34-DT	RPL34 divergent transcript
105375430	8.37e-01	7.30e-01	0.1986	0.345079	0.0685201	55.75	SLC12A9-AS1	SLC12A9 antisense RNA 1
255275	8.37e-01	7.30e-01	0.2776	0.344959	0.0957685	19.57	MYADML2	myeloid associated differentiation marker like 2
6146	8.37e-01	7.30e-01	0.0414	-0.344896	-0.014267	16776.52	RPL22	ribosomal protein L22
6195	8.37e-01	7.31e-01	0.1045	0.344342	0.0359792	2094.44	RPS6KA1	ribosomal protein S6 kinase A1
105375457	8.37e-01	7.31e-01	0.4091	-0.344408	-0.1409007	10.39	LOC105375457	uncharacterized LOC105375457
27352	8.37e-01	7.31e-01	0.0549	-0.344357	-0.0188939	2464.15	SGSM3	small G protein signaling modulator 3
4863	8.37e-01	7.31e-01	0.0667	0.344182	0.0229544	1222.11	NPAT	nuclear protein, coactivator of histone transcription
4659	8.37e-01	7.31e-01	0.0395	-0.34393	-0.013574	3155.49	PPP1R12A	protein phosphatase 1 regulatory subunit 12A
26085	8.37e-01	7.31e-01	0.2731	-0.343927	-0.0939192	31.17	KLK13	kallikrein related peptidase 13
5495	8.37e-01	7.31e-01	0.1116	0.343865	0.0383593	1265.39	PPM1B	protein phosphatase, Mg2+/Mn2+ dependent 1B
107985523	8.38e-01	7.31e-01	0.2346	0.34355	0.0806032	27.75	LOC107985523	
7637	8.38e-01	7.31e-01	0.1066	0.34326	0.0365759	659.39	ZNF84	zinc finger protein 84
3112	8.38e-01	7.31e-01	0.3053	-0.343162	-0.1047504	48.78	HLA-DOB	major histocompatibility complex, class II, DO beta
7257	8.38e-01	7.32e-01	0.0624	0.342982	0.0213958	1428.98	TSNAX	translin associated factor X
94162	8.38e-01	7.32e-01	0.2491	0.342718	0.0853734	23.67	SNORD38A	small nucleolar RNA, C/D box 38A
60682	8.38e-01	7.32e-01	0.172	0.34282	0.0589771	126.31	SMAP1	small ArfGAP 1
27010	8.38e-01	7.32e-01	0.1662	-0.342747	-0.0569802	146.59	TPK1	thiamin pyrophosphokinase 1
105378691	8.38e-01	7.32e-01	0.4181	0.342241	0.1430996	9.15	LOC105378691	uncharacterized LOC105378691
5534	8.38e-01	7.32e-01	0.0398	-0.342136	-0.0136122	2125.3	PPP3R1	protein phosphatase 3 regulatory subunit B, alpha
105374249	8.38e-01	7.32e-01	0.2487	-0.342213	-0.085101	30.71	EIF2B5-DT	EIF2B5 divergent transcript
105376269	8.38e-01	7.32e-01	0.408	-0.342429	-0.1397184	9.4	LOC105376269	
107984906	8.38e-01	7.32e-01	0.5295	0.342454	0.1813238	11.85	LOC107984906	uncharacterized LOC107984906
340591	8.38e-01	7.32e-01	0.1489	-0.34227	-0.0509699	224.03	CA5BP1	carbonic anhydrase 5B pseudogene 1
340526	8.38e-01	7.32e-01	0.0735	0.34218	0.0251366	320.66	RTL5	retrotransposon Gag like 5
100126351	8.38e-01	7.32e-01	0.0936	-0.342072	-0.0320088	193.49	MIR939	microRNA 939
105378687	8.38e-01	7.32e-01	0.3369	0.342	0.115204	73.43	CDC20-DT	CDC20 divergent transcript
55316	8.38e-01	7.32e-01	0.0931	-0.341907	-0.0318463	3029.81	RSAD1	radical S-adenosyl methionine domain containing 1
5784	8.38e-01	7.33e-01	0.0745	0.341723	0.0254701	2158.78	PTPN14	protein tyrosine phosphatase non-receptor type 14
105371770	8.38e-01	7.33e-01	0.2931	-0.341586	-0.1001078	15.5	LOC105371770	uncharacterized LOC105371770
4534	8.38e-01	7.33e-01	0.0751	-0.341514	-0.0256636	417.72	MTM1	myotubularin 1
105374291	8.38e-01	7.33e-01	0.2455	-0.341289	-0.083782	25.07	LOC105374291	uncharacterized LOC105374291
105370707	8.38e-01	7.33e-01	0.2712	0.341305	0.0925705	18.47	LOC105370707	
105378685	8.38e-01	7.33e-01	0.2423	-0.341037	-0.0826343	27.95	LOC105378685	uncharacterized LOC105378685
107986178	8.38e-01	7.33e-01	0.2139	0.34106	0.0729476	111.16	LOC107986178	uncharacterized LOC107986178
692210	8.38e-01	7.33e-01	0.3114	-0.341178	-0.1062471	14.75	SNORD93	small nucleolar RNA, C/D box 93
64223	8.38e-01	7.33e-01	0.0641	0.341139	0.0218659	1440.25	MLST8	MTOR associated protein, LST8 homolog
3476	8.39e-01	7.33e-01	0.0983	-0.340778	-0.0334826	1958.99	IGBP1	immunoglobulin binding protein 1
132158	8.39e-01	7.33e-01	0.1358	0.340709	0.0462658	169.25	GLYCTK	glycerate kinase
105371932	8.39e-01	7.33e-01	0.1617	0.340491	0.0550474	53.02	LOC105371932	uncharacterized LOC105371932
100616393	8.39e-01	7.34e-01	0.2332	-0.34027	-0.0793383	30.02	MIR4657	microRNA 4657
79621	8.39e-01	7.34e-01	0.0821	0.340198	0.027928	725.62	RNASEH2B	ribonuclease H2 subunit B
23760	8.39e-01	7.34e-01	0.052	0.339965	0.0176821	3232.9	PITPNB	phosphatidylinositol transfer protein beta
9435	8.39e-01	7.34e-01	0.0982	0.339896	0.0333795	195.62	CHST2	carbohydrate sulfotransferase 2
105375798	8.39e-01	7.34e-01	0.2137	-0.339716	-0.0725976	36.86	LOC105375798	uncharacterized LOC105375798
5694	8.39e-01	7.34e-01	0.0552	0.339627	0.018761	3383.45	PSMB6	proteasome 20S subunit beta 6
84707	8.39e-01	7.34e-01	0.121	-0.339469	-0.0410719	797.95	BEX2	brain expressed X-linked 2
105375549	8.39e-01	7.34e-01	0.3423	-0.339236	-0.1161084	11.08	LOC105375549	uncharacterized LOC105375549
729603	8.40e-01	7.35e-01	0.1591	-0.339071	-0.0539557	66.09	CHP1P2	CHP1 pseudogene 2
105371756	8.40e-01	7.35e-01	0.1566	0.339064	0.05309	58.42	LOC105371756	uncharacterized LOC105371756
101928378	8.40e-01	7.35e-01	0.0559	0.338964	0.0189323	1382.86	PTOV1-AS2	PTOV1 antisense RNA 2
6453	8.40e-01	7.35e-01	0.0483	0.338774	0.0163551	1751.06	ITSN1	intersectin 1
115727	8.40e-01	7.35e-01	0.3875	-0.338632	-0.1312161	26.59	RASGRP4	RAS guanyl releasing protein 4
9101	8.40e-01	7.35e-01	0.0439	0.338502	0.0148651	3055	USP8	ubiquitin specific peptidase 8
79869	8.40e-01	7.35e-01	0.0609	-0.338252	-0.0205899	4012.92	CPSF7	cleavage and polyadenylation specific factor 7
9110	8.40e-01	7.35e-01	0.1009	-0.338224	-0.0341407	3781.45	MTMR4	myotubularin related protein 4
26820	8.40e-01	7.36e-01	0.3044	0.337806	0.1028132	18.04	SNORD24	small nucleolar RNA, C/D box 24
2314	8.40e-01	7.36e-01	0.0522	-0.337723	-0.017621	6249.29	FLII	FLII actin remodeling protein
389432	8.40e-01	7.36e-01	0.3284	0.337387	0.1107998	1131.54	SAMD5	sterile alpha motif domain containing 5
102724668	8.40e-01	7.36e-01	0.1412	-0.337412	-0.0476486	127.53	DPY19L1P2	DPY19L1 pseudogene 2
256646	8.40e-01	7.36e-01	0.1931	-0.337498	-0.0651626	37.92	NUTM1	NUT midline carcinoma family member 1
23563	8.40e-01	7.36e-01	0.3217	-0.337495	-0.108584	23.32	CHST5	carbohydrate sulfotransferase 5
2108	8.40e-01	7.36e-01	0.0517	0.337276	0.0174464	3377.03	ETFA	electron transfer flavoprotein subunit alpha
6507	8.40e-01	7.36e-01	0.4769	0.337139	0.1607921	317.61	SLC1A3	solute carrier family 1 member 3
102724780	8.41e-01	7.36e-01	0.5753	-0.337037	-0.1939109	9.12	LOC102724780	uncharacterized LOC102724780
26765	8.41e-01	7.36e-01	0.3245	0.336843	0.1092981	12	SNORD12C	small nucleolar RNA, C/D box 12C
64374	8.41e-01	7.36e-01	0.0805	0.336604	0.0270901	973.31	SIL1	SIL1 nucleotide exchange factor
55617	8.41e-01	7.36e-01	0.1177	-0.336643	-0.0396119	537.2	TASP1	taspase 1
107987228	8.41e-01	7.37e-01	0.1936	-0.336481	-0.0651465	53.86	LOC107987228	uncharacterized LOC107987228
23119	8.41e-01	7.37e-01	0.1026	0.336227	0.0345088	723.37	HIC2	HIC ZBTB transcriptional repressor 2
114784	8.41e-01	7.37e-01	0.2783	-0.335836	-0.0934542	23.66	CSMD2	CUB and Sushi multiple domains 2
105378683	8.41e-01	7.37e-01	0.2651	0.335908	0.0890353	21.56	TMEM269-DT	TMEM269 divergent transcript
27291	8.41e-01	7.37e-01	0.0715	0.335777	0.0240072	772.55	R3HCC1L	R3H domain and coiled-coil containing 1 like
85388	8.41e-01	7.37e-01	0.2009	-0.336071	-0.0675331	41.88	SNORD14B	small nucleolar RNA, C/D box 14B
10748	8.41e-01	7.37e-01	0.1225	-0.336005	-0.0411648	210.19	KLRA1P	killer cell lectin like receptor A1, pseudogene
91450	8.41e-01	7.37e-01	0.4152	-0.335886	-0.1394625	11.9	LOC91450	uncharacterized LOC91450
389170	8.41e-01	7.38e-01	0.1633	0.335128	0.0547351	82.89	LEKR1	leucine, glutamate and lysine rich 1
257358	8.41e-01	7.38e-01	0.3959	0.335158	0.1326842	10.38	LINC01366	long intergenic non-protein coding RNA 1366
10974	8.41e-01	7.38e-01	0.1655	0.335142	0.0554497	1757.91	ADIRF	adipogenesis regulatory factor
105371481	8.41e-01	7.38e-01	0.1257	0.335098	0.0421184	113.77	LOC105371481	uncharacterized LOC105371481
284434	8.41e-01	7.38e-01	0.3606	0.335104	0.1208381	30.4	NWD1	NACHT and WD repeat domain containing 1
693196	8.41e-01	7.38e-01	0.0748	-0.335012	-0.0250592	291.08	MIR611	microRNA 611
60487	8.41e-01	7.38e-01	0.1147	0.334899	0.038406	1374.07	TRMT11	tRNA methyltransferase 11 homolog
